DATA_DATE_E,PRO_M,ERR_TIME_R,ERR_DEV,ERR_TYPE,RES_TYPE
2014/8/24 19:38,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:39,无重合闸,2014/8/24 20:26,架空导线,雨雪大风,大雨、强风
2014/8/24 19:39,接地,2014/8/25 6:58,架空导线,雷击,雷击故障
2014/8/24 19:40,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:40,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:41,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 19:41,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:41,重合不成,2014/8/24 22:33,架空导线,雷击,雷击故障
2014/8/24 19:41,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:41,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:42,重合不成,2014/8/25 2:07,绝缘子,雷击,雷击故障
2014/8/24 19:42,重合不成,2014/8/25 2:07,绝缘子,雷击,雷击故障
2014/8/24 19:42,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:43,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:43,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:43,重合不成,2014/8/24 20:34,架空导线,雨雪大风,大雨、强风
2014/8/24 19:43,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:43,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:45,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:45,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:47,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:48,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:49,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:50,重合不成,2014/8/24 20:42,架空导线,雨雪大风,大雨、强风
2014/8/24 19:51,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:53,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:58,重合成功,,架空导线,雷击,雷击故障
2014/8/24 23:20,无重合闸,2014/8/25 1:12,配电变压器,用户原因,用户运行和维护管理不到位
2014/8/25 3:52,无重合闸,2014/8/25 5:59,电缆附件,设计安装不当,安装工艺不当
2014/8/25 5:47,重合不成,2014/8/25 6:35,架空导线,雨雪大风,大雨、强风
2014/8/25 9:57,重合成功,,,原因不明,
2014/8/25 13:26,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/8/25 15:37,重合不成,2014/8/25 16:19,架空导线,外力因素,建设施工
2014/8/25 16:33,重合成功,,,原因不明,
2014/8/25 16:45,重合成功,,,原因不明,
2014/8/26 5:58,重合成功,,,原因不明,
2014/8/26 6:53,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/26 7:00,重合成功,,柱开,设备本体,设备老化
2014/8/26 8:31,接地,2014/8/26 11:03,电缆附件,设计安装不当,安装工艺不当
2014/8/26 11:12,重合成功,,,原因不明,
2014/8/26 16:38,重合成功,,,原因不明,
2014/8/27 5:38,重合不成,2014/8/27 6:25,配电变压器,用户原因,用户运行和维护管理不到位
2014/8/27 12:31,重合成功,,,原因不明,
2014/8/27 15:25,重合成功,,架空导线,外力因素,建设施工
2014/8/27 15:45,重合成功,,,原因不明,
2014/8/27 17:55,接地,2014/8/27 18:50,电缆,外力因素,建设施工
2014/8/28 6:13,重合成功,,,原因不明,
2014/8/28 8:53,重合成功,,配电变压器,用户原因,用户运行和维护管理不到位
2014/8/28 13:02,重合不成,2014/8/28 14:00,架空导线,外力因素,建设施工
2014/8/28 14:03,无重合闸,2014/8/28 14:39,电缆,用户原因,用户运行和维护管理不到位
2014/8/28 15:10,重合成功,,架空导线,外力因素,车辆
2014/8/28 15:10,重合不成,2014/8/28 19:45,电缆附件,设计安装不当,安装工艺不当
2014/8/29 3:43,重合成功,,,原因不明,
2014/8/29 3:47,重合成功,,架空导线,雷击,雷击故障
2014/8/29 3:51,重合成功,,架空导线,雷击,雷击故障
2014/8/29 3:52,重合成功,,架空导线,雷击,雷击故障
2014/8/29 3:53,重合成功,,架空导线,雷击,雷击故障
2014/8/29 3:55,重合成功,,架空导线,雷击,雷击故障
2014/8/29 4:00,重合成功,,架空导线,雷击,雷击故障
2014/8/29 4:04,重合成功,,架空导线,雷击,雷击故障
2014/8/29 4:04,重合成功,,架空导线,雷击,雷击故障
2014/8/29 4:04,重合成功,,架空导线,雷击,雷击故障
2014/8/29 4:06,重合成功,,架空导线,雷击,雷击故障
2014/8/29 4:06,重合成功,,架空导线,雷击,雷击故障
2014/8/29 4:06,重合成功,,架空导线,雷击,雷击故障
2014/8/29 4:06,重合成功,,架空导线,雷击,雷击故障
2014/8/29 4:06,重合成功,,架空导线,雷击,雷击故障
2014/8/29 4:07,重合成功,,架空导线,雷击,雷击故障
2014/8/29 4:07,重合成功,,架空导线,雷击,雷击故障
2014/8/29 4:09,重合成功,,架空导线,雷击,雷击故障
2014/8/29 4:11,重合成功,,架空导线,雷击,雷击故障
2014/8/29 4:11,重合成功,,架空导线,雷击,雷击故障
2014/8/29 4:12,重合成功,,架空导线,雷击,雷击故障
2014/8/29 4:12,重合成功,,架空导线,雷击,雷击故障
2014/8/29 4:13,重合成功,,架空导线,雷击,雷击故障
2014/8/29 4:15,重合成功,,架空导线,雷击,雷击故障
2014/8/29 4:15,重合成功,,架空导线,雷击,雷击故障
2014/8/29 4:15,重合成功,,架空导线,雷击,雷击故障
2014/8/29 4:15,重合成功,,架空导线,雷击,雷击故障
2014/8/29 4:16,重合成功,,架空导线,雷击,雷击故障
2014/8/29 4:28,重合不成,2014/8/29 8:11,架空导线,雨雪大风,大雨、强风
2014/8/29 4:32,重合成功,,架空导线,雷击,雷击故障
2014/8/29 5:06,接地,2014/8/29 6:06,绝缘子,雷击,雷击故障
2014/8/29 6:31,重合成功,,,原因不明,
2014/8/29 6:58,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/29 7:12,重合成功,,架空导线,雷击,雷击故障
2014/8/29 7:20,重合成功,,架空导线,雷击,雷击故障
2014/8/29 7:20,重合成功,,架空导线,雷击,雷击故障
2014/8/29 10:15,重合不成,2014/8/29 11:40,架空导线,雨雪大风,大雨、强风
2014/8/29 10:15,重合不成,2014/8/29 14:54,架空导线,雨雪大风,大雨、强风
2014/8/29 16:38,重合成功,,令克,用户原因,用户运行和维护管理不到位
2014/8/30 10:55,重合不成,2014/8/30 11:29,配电变压器,用户原因,设备老旧
2014/8/30 16:57,重合成功,,,原因不明,
2014/8/30 17:57,重合成功,,,原因不明,
2014/8/30 22:53,重合成功,,令克,用户原因,设备老旧
2014/8/31 6:47,重合成功,,,原因不明,
2014/8/31 7:08,重合成功,,,原因不明,
2014/8/31 9:04,无重合闸,2014/8/31 9:47,电缆附件,设计安装不当,安装工艺不当
2014/8/31 10:15,接地,2014/8/31 14:22,电缆附件,设备本体,设备老化
2014/8/31 11:01,无重合闸,2014/8/31 13:48,配电变压器,用户原因,用户运行和维护管理不到位
2014/8/31 11:01,重合成功,,,原因不明,
2014/8/31 11:04,重合成功,,,原因不明,
2014/8/31 15:01,重合成功,,柱开,外力因素,鸟害等小动物
2014/8/31 15:48,接地,2014/8/31 16:50,电缆,用户原因,外力破坏
2014/8/31 23:53,重合不成,2014/9/1 2:45,配电变压器,用户原因,用户运行和维护管理不到位
2014/9/1 1:41,重合不成,2014/9/1 2:23,配电变压器,用户原因,用户运行和维护管理不到位
2014/9/1 2:06,重合成功,,架空导线,雷击,雷击故障
2014/9/1 2:10,重合成功,,架空导线,雷击,雷击故障
2014/9/1 2:14,重合不成,2014/9/1 4:23,架空导线,雷击,雷击故障
2014/9/1 2:28,重合成功,,架空导线,雷击,雷击故障
2014/9/1 2:29,重合成功,,架空导线,雷击,雷击故障
2014/9/1 2:30,重合成功,,架空导线,雷击,雷击故障
2014/9/1 2:32,重合成功,,架空导线,雷击,雷击故障
2014/9/1 2:35,接地,2014/9/1 5:30,电缆附件,设计安装不当,安装工艺不当
2014/9/1 2:36,重合成功,,其它,其他原因,35kV及以上输变电设施影响
2014/9/1 2:37,重合成功,,架空导线,雷击,雷击故障
2014/9/1 2:38,重合成功,,架空导线,雷击,雷击故障
2014/9/1 2:40,重合成功,,架空导线,雷击,雷击故障
2014/9/1 2:40,重合成功,,架空导线,雷击,雷击故障
2014/9/1 3:12,无重合闸,2014/9/1 4:48,电缆附件,设计安装不当,安装工艺不当
2014/9/1 3:25,重合成功,,架空导线,雨雪大风,大雨、强风
2014/9/1 4:01,重合成功,,,原因不明,
2014/9/1 4:04,重合成功,,,原因不明,
2014/9/1 4:07,重合成功,,架空导线,雷击,雷击故障
2014/9/1 4:11,重合成功,,架空导线,雷击,雷击故障
2014/9/1 4:21,重合成功,,架空导线,雨雪大风,大雨、强风
2014/9/1 5:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/9/1 5:52,重合成功,,架空导线,雷击,雷击故障
2014/9/1 7:39,重合不成,2014/9/1 8:23,架空导线,雨雪大风,大雨、强风
2014/9/1 7:59,重合成功,,架空导线,雷击,雷击故障
2014/9/1 16:14,重合成功,,架空导线,外力因素,鸟害等小动物
2014/9/2 5:51,重合成功,,,原因不明,
2014/9/2 7:54,重合不成,2014/9/2 8:34,架空导线,外力因素,建设施工
2014/9/2 7:58,无重合闸,2014/9/2 9:17,电缆附件,设计安装不当,安装工艺不当
2014/9/2 13:21,重合不成,2014/9/2 14:38,架空导线,外力因素,车辆
2014/9/2 16:17,重合成功,,架空导线,雷击,雷击故障
2014/9/2 16:17,重合成功,,架空导线,雷击,雷击故障
2014/9/2 18:10,重合成功,,架空导线,雷击,雷击故障
2014/9/2 18:15,重合成功,,架空导线,雷击,雷击故障
2014/9/2 18:18,重合不成,2014/9/2 21:06,令克,雷击,雷击故障
2014/9/2 18:19,重合成功,,架空导线,雷击,雷击故障
2014/9/2 18:21,重合成功,,架空导线,雷击,雷击故障
2014/9/2 18:24,重合成功,,架空导线,雷击,雷击故障
2014/9/2 18:27,重合成功,,架空导线,雷击,雷击故障
2014/9/2 18:38,重合成功,,架空导线,雷击,雷击故障
2014/9/2 18:38,重合成功,,架空导线,雷击,雷击故障
2014/9/2 18:38,重合不成,2014/9/2 20:25,柱开,雷击,雷击故障
2014/9/2 18:39,重合不成,2014/9/2 20:08,架空导线,雷击,雷击故障
2014/9/2 18:42,重合成功,,架空导线,雷击,雷击故障
2014/9/2 18:42,重合成功,,架空导线,雷击,雷击故障
2014/9/2 18:42,重合成功,,架空导线,雷击,雷击故障
2014/9/2 18:42,重合成功,,架空导线,雷击,雷击故障
2014/9/2 18:44,重合不成,2014/9/2 19:41,架空导线,雷击,雷击故障
2014/9/2 18:44,重合成功,,架空导线,雷击,雷击故障
2014/9/2 18:45,重合成功,,架空导线,雷击,雷击故障
2014/9/2 18:46,重合成功,,架空导线,雷击,雷击故障
2014/9/2 18:46,重合不成,2014/9/2 20:00,配电变压器,雷击,雷击故障
2014/9/2 18:47,重合成功,,架空导线,雷击,雷击故障
2014/9/2 18:48,重合成功,,架空导线,雷击,雷击故障
2014/9/2 18:48,重合成功,,架空导线,雷击,雷击故障
2014/9/2 18:48,重合成功,,架空导线,雷击,雷击故障
2014/9/2 18:50,重合成功,,架空导线,雷击,雷击故障
2014/9/2 18:53,重合成功,,架空导线,雷击,雷击故障
2014/9/2 18:53,重合成功,,,原因不明,
2014/9/2 18:56,重合成功,,架空导线,雨雪大风,大雨、强风
2014/9/2 18:56,重合成功,,,原因不明,
2014/9/2 18:57,重合成功,,架空导线,雨雪大风,大雨、强风
2014/9/2 19:01,重合成功,,架空导线,雨雪大风,大雨、强风
2014/9/2 19:01,重合成功,,架空导线,雨雪大风,大雨、强风
2014/9/2 19:01,重合成功,,架空导线,雨雪大风,大雨、强风
2014/9/2 19:01,重合成功,,架空导线,雨雪大风,大雨、强风
2014/9/2 19:01,重合成功,,架空导线,雨雪大风,大雨、强风
2014/9/2 19:01,重合成功,,架空导线,雨雪大风,大雨、强风
2014/9/2 19:01,重合成功,,架空导线,雨雪大风,大雨、强风
2014/9/2 19:01,重合成功,,架空导线,雨雪大风,大雨、强风
2014/9/2 19:01,重合成功,,架空导线,雨雪大风,大雨、强风
2014/9/2 19:01,重合成功,,架空导线,雨雪大风,大雨、强风
2014/9/2 19:01,重合成功,,架空导线,雨雪大风,大雨、强风
2014/9/2 19:01,重合成功,,架空导线,雨雪大风,大雨、强风
2014/9/2 19:01,重合成功,,架空导线,雨雪大风,大雨、强风
2014/9/2 19:01,重合成功,,架空导线,雨雪大风,大雨、强风
2014/9/2 19:05,重合成功,,,原因不明,
2014/9/2 19:07,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:08,重合不成,2014/9/2 21:10,架空导线,雨雪大风,大雨、强风
2014/9/2 19:13,重合不成,2014/9/2 22:45,架空导线,雨雪大风,大雨、强风
2014/9/2 19:15,重合不成,2014/9/2 22:55,架空导线,雨雪大风,大雨、强风
2014/9/2 19:19,重合成功,,,原因不明,
2014/9/2 19:21,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:21,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:22,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:22,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:23,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:23,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:24,接地,2014/9/2 23:45,绝缘子,雷击,雷击故障
2014/9/2 19:24,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:24,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:26,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:28,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:29,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:29,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:29,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:29,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:29,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:30,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:31,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:31,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:34,重合不成,2014/9/2 22:00,架空导线,雨雪大风,大雨、强风
2014/9/2 19:34,重合不成,2014/9/2 22:43,架空导线,雨雪大风,大雨、强风
2014/9/2 19:34,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:35,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:36,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:36,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:36,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:37,重合成功,,架空导线,雷击,雷击故障
2014/9/2 19:47,接地,2014/9/2 21:14,电缆附件,设备本体,设备老化
2014/9/2 20:34,重合成功,,架空导线,雷击,雷击故障
2014/9/2 21:40,重合成功,,架空导线,雷击,雷击故障
2014/9/2 22:15,重合成功,,架空导线,雷击,雷击故障
2014/9/2 23:03,重合成功,,架空导线,雷击,雷击故障
2014/9/3 0:15,重合成功,,,原因不明,
2014/9/3 6:02,接地,2014/9/3 8:42,绝缘子,雨雪大风,大雨、强风
2014/9/3 8:52,重合不成,2014/9/3 11:05,拉线,外力因素,车辆
2014/9/3 13:56,重合成功,,,原因不明,
2014/9/4 12:23,重合成功,,柱开,设备本体,设备老化
2014/9/4 12:54,重合成功,,配电变压器,用户原因,用户运行和维护管理不到位
2014/9/4 14:01,无重合闸,2014/9/4 14:58,电缆附件,设计安装不当,安装工艺不当
2014/9/4 14:07,重合不成,2014/9/4 15:13,架空导线,外力因素,外部异物（如，漂浮物）
2014/9/4 20:43,重合成功,,架空导线,外力因素,建设施工
2014/9/5 8:49,重合成功,,,原因不明,
2014/9/5 16:35,重合不成,2014/9/5 21:53,拉线,外力因素,建设施工
2014/9/6 2:55,重合成功,,,原因不明,
2014/9/6 7:38,重合成功,,,原因不明,
2014/9/6 8:51,重合不成,2014/9/6 10:15,架空导线,外力因素,外部异物（如，漂浮物）
2014/9/6 9:51,重合成功,,,原因不明,
2014/9/6 15:03,重合成功,,,原因不明,
2014/9/6 15:18,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/9/6 16:13,接地,2014/9/7 8:13,绝缘子,设备本体,设备老化
2014/9/6 18:10,重合成功,,,原因不明,
2014/9/7 10:03,无重合闸,2014/9/7 12:05,配电变压器,用户原因,用户运行和维护管理不到位
2014/9/7 10:03,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/9/7 12:21,重合不成,2014/9/7 13:09,电缆,用户原因,外力破坏
2014/9/8 7:18,重合成功,,,原因不明,
2014/9/8 9:34,重合成功,,,原因不明,
2014/9/8 12:40,重合成功,,,原因不明,
2014/9/8 12:41,重合成功,,,原因不明,
2014/9/8 15:49,重合成功,,,原因不明,
2014/9/9 8:19,重合成功,,,原因不明,
2014/9/9 12:25,重合成功,,,原因不明,
2014/9/9 14:15,重合成功,,柱开,外力因素,鸟害等小动物
2014/9/10 12:32,重合不成,2014/9/10 13:21,架空导线,外力因素,建设施工
2014/9/10 13:06,重合不成,2014/9/10 13:56,架空导线,外力因素,建设施工
2014/9/10 14:53,重合不成,2014/9/10 16:04,架空导线,雨雪大风,大雨、强风
2014/9/10 15:35,接地,2014/9/11 8:49,电缆,外力因素,建设施工
2014/9/11 6:34,重合不成,2014/9/11 9:12,配电变压器,用户原因,用户运行和维护管理不到位
2014/9/11 10:13,重合不成,2014/9/11 11:23,架空导线,雨雪大风,大雨、强风
2014/9/11 10:26,重合成功,,架空导线,外力因素,鸟害等小动物
2014/9/11 10:42,重合不成,2014/9/11 11:53,架空导线,雨雪大风,大雨、强风
2014/9/11 11:32,重合成功,,,原因不明,
2014/9/11 14:32,无重合闸,2014/9/11 16:10,开关柜,其他原因,35kV及以上输变电设施影响
2014/9/11 23:36,重合不成,2014/9/12 3:56,架空导线,雨雪大风,大雨、强风
2014/9/12 0:19,重合不成,2014/9/12 1:33,架空导线,设计安装不当,未按设计规程施工
